key,family,family_display,category,subcategory,story_group,chapter_code,chapter_label,conversation_key,conversation_label,scene_key,scene_label,scene_group,scene_part_a,scene_part_b,line_index,dialogue_type,speaker_name,speaker_role,speaker_display,speaker_key,speaker_bucket,speaker_slot,speaker_confidence,mentions,text_raw,text_clean,source_path
caliburn_boss_3600_player_00035,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3600,Caliburn 3600,caliburn_boss_3600,boss_3600,caliburn_boss_3600_player,boss_3600_player,boss_3600,boss,3600,35,player,,player,Player,Player,Player,,role,,I'm sure you'll manage.,I'm sure you'll manage.,gamedata/localizationstring_eng.paloc
caliburn_boss_3600_player_00063,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3600,Caliburn 3600,caliburn_boss_3600,boss_3600,caliburn_boss_3600_player,boss_3600_player,boss_3600,boss,3600,63,player,,player,Player,Player,Player,,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00059,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,59,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,Knowledge:Knowledge_Kliff:Kliff,{StaticInfo:Knowledge:Knowledge_Kliff#Kliff}? You're...,{StaticInfo:Knowledge:Knowledge_Kliff#Kliff}? You're...,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00060,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,60,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I heard you vanished from Fort Musket.,I heard you vanished from Fort Musket.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00061,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,61,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,It's good to see you in one piece.,It's good to see you in one piece.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00062,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,62,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I believe I made you a promise.,I believe I made you a promise.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00063,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,63,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Now that all's said and done, I'd love to honor it, but...","Now that all's said and done, I'd love to honor it, but...",gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00064,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,64,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Aye. Well said.,Aye. Well said.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00065,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,65,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I'm afraid you are correct.,I'm afraid you are correct.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00066,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,66,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Peace is the result of vigilance.,Peace is the result of vigilance.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00067,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,67,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,So we must keep our steel sharp and our minds sharper.,So we must keep our steel sharp and our minds sharper.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00068,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,68,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,An unyielding shield must live up to the name.,An unyielding shield must live up to the name.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00069,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,69,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"And with that, I must take my leave.","And with that, I must take my leave.",gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00070,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,70,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Training calls.,Training calls.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00071,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,71,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Please enjoy your time in Calphade.,Please enjoy your time in Calphade.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00073,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,73,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Would you care to join?,Would you care to join?,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_npc_00_00074,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_npc_00,boss_3700_npc_00,boss_3700,boss,3700,74,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Understood.,Understood.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_player_00053,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_player,boss_3700_player,boss_3700,boss,3700,53,player,,player,Player,Player,Player,,role,,I'm alright.,I'm alright.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_player_00054,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_player,boss_3700_player,boss_3700,boss,3700,54,player,,player,Player,Player,Player,,role,,Same to you.,Same to you.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_player_00055,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_player,boss_3700_player,boss_3700,boss,3700,55,player,,player,Player,Player,Player,,role,,But peace doesn't maintain itself.,But peace doesn't maintain itself.,gamedata/localizationstring_eng.paloc
caliburn_boss_3700_player_00072,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3700,Caliburn 3700,caliburn_boss_3700,boss_3700,caliburn_boss_3700_player,boss_3700_player,boss_3700,boss,3700,72,player,,player,Player,Player,Player,,role,,I have my own tasks to see to.,I have my own tasks to see to.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00000,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,0,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,So much has changed since that day.,So much has changed since that day.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00001,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,1,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,"Caliburn's loyalists lost their voice,","Caliburn's loyalists lost their voice,",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00002,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,2,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,and the streets are alive again.,and the streets are alive again.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00003,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,3,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,The very fact I can walk beyond my estate is proof enough.,The very fact I can walk beyond my estate is proof enough.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00004,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,4,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,This way.,This way.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00005,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,5,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,Have you other business?,Have you other business?,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00041,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,41,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,"In the king's absence, Demeniss was all but stripped of its freedom.","In the king's absence, Demeniss was all but stripped of its freedom.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00042,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,42,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,Seized by those who clawed their way into power.,Seized by those who clawed their way into power.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00043,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,43,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,Any word that so much as bruised Caliburn's pride...,Any word that so much as bruised Caliburn's pride...,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_globalgametrack_00057,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_globalgametrack,boss_3800_globalgametrack,boss_3800,boss,3800,57,globalgametrack,,globalgametrack,Global Game Track,Global Game Track,Global Track,,role,,I'm sorry.,I'm sorry.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00010,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,10,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,How fare the preparations for the banquet?,How fare the preparations for the banquet?,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00011,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,11,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,An honored guest. Step aside.,An honored guest. Step aside.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00012,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,12,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Welcome, Greymane... Apologies for not recognizing you.","Welcome, Greymane... Apologies for not recognizing you.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00013,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,13,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I was wondering how you'd fared.,I was wondering how you'd fared.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00014,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,14,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"That it is. Thanks to you and your bold coalition, of course.","That it is. Thanks to you and your bold coalition, of course.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00015,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,15,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,The dark days of Caliburn and Bastier's iron rule are behind us.,The dark days of Caliburn and Bastier's iron rule are behind us.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00016,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,16,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"A new era deserves a proper beginning, does it not?","A new era deserves a proper beginning, does it not?",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00017,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,17,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Just so. A gathering to honor all who stood firm against injustice.,Just so. A gathering to honor all who stood firm against injustice.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00018,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,18,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Naturally, Marshell and any like-minded traitors aren't invited.","Naturally, Marshell and any like-minded traitors aren't invited.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00019,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,19,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,I expected you'd say as much.,I expected you'd say as much.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00020,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,20,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Be at ease. I've no intention of curbing my wrath.,Be at ease. I've no intention of curbing my wrath.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00034,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,34,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,The hands of Caliburn's treachery.,The hands of Caliburn's treachery.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00035,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,35,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Who has the right to sentence a noble house to death?,Who has the right to sentence a noble house to death?,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00036,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,36,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Only His Majesty, still upon his sickbed.","Only His Majesty, still upon his sickbed.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00037,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,37,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,So they but buy their freedom and strut smugly home.,So they but buy their freedom and strut smugly home.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00038,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,38,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,But there is one thing they do not yet know.,But there is one thing they do not yet know.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00039,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,39,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,King Edward will rise from that bed soon enough.,King Edward will rise from that bed soon enough.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00040,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,40,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"And when he does, His Majesty will see every last traitor purged.","And when he does, His Majesty will see every last traitor purged.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00044,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,44,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00053,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,53,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,And made an example of... as my sister was.,And made an example of... as my sister was.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00054,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,54,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"Don't be, you avenged her.","Don't be, you avenged her.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00055,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,55,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,Now I plan to spend my life setting Demeniss right again.,Now I plan to spend my life setting Demeniss right again.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_00_00056,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_00,boss_3800_npc_00,boss_3800,boss,3800,56,npc_00,,npc_00,NPC 00,NPC 00,NPC,0,role,,"was enough to see someone dragged away by his hound, Bastier...","was enough to see someone dragged away by his hound, Bastier...",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00021,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,21,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Welcome, countess.","Welcome, countess.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00022,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,22,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,The manor alone may not be enough.,The manor alone may not be enough.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00024,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,24,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"We're preparing the outer grounds as well, as you instructed.","We're preparing the outer grounds as well, as you instructed.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00025,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,25,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,Who...?,Who...?,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00026,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,26,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Yes, milady.","Yes, milady.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00027,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,27,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,Your guest list is... formidable.,Your guest list is... formidable.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00028,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,28,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Ah, of course. Must have slipped my mind.","Ah, of course. Must have slipped my mind.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00029,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,29,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Yes, milady.","Yes, milady.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00045,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,45,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,"Then, there should be no issue.","Then, there should be no issue.",gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00046,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,46,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,Have you forgotten?,Have you forgotten?,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00047,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,47,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_npc_01_00050,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_npc_01,boss_3800_npc_01,boss_3800,boss,3800,50,npc_01,,npc_01,NPC 01,NPC 01,NPC,1,role,,,,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_player_00006,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_player,boss_3800_player,boss_3800,boss,3800,6,player,,player,Player,Player,Player,,role,,You seem busy.,You seem busy.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_player_00007,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_player,boss_3800_player,boss_3800,boss,3800,7,player,,player,Player,Player,Player,,role,,Demeniss seems... different.,Demeniss seems... different.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_player_00008,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_player,boss_3800_player,boss_3800,boss,3800,8,player,,player,Player,Player,Player,,role,,Hence the celebration.,Hence the celebration.,gamedata/localizationstring_eng.paloc
caliburn_boss_3800_player_00009,caliburn,Caliburn,Scene Dialogue,Caliburn,Caliburn,3800,Caliburn 3800,caliburn_boss_3800,boss_3800,caliburn_boss_3800_player,boss_3800_player,boss_3800,boss,3800,9,player,,player,Player,Player,Player,,role,,Surprised they're still breathing.,Surprised they're still breathing.,gamedata/localizationstring_eng.paloc
